age,Q_trop_high,Q_trop_mid,Q_trop_low,Q_stra_high,Q_stra_mid,Q_stra_low,EDML,GRIP
2320,0.561529631,0.484029056,0.201535038,2.347719231,0.900442312,0.061647371,4.416509065,3.813179219
2340,0.534880328,0.469364723,0.199686306,2.195067508,0.862282228,0.061041667,4.395514761,3.67660354
2360,0.437302141,0.41168255,0.191319319,1.666231117,0.718278022,0.058293255,3.986266601,3.204477435
2380,0.372399983,0.369236523,0.184138361,1.344403769,0.618982716,0.055943409,3.487474205,3.016725113
2400,0.385663476,0.378268786,0.185846668,1.408804647,0.639694899,0.056506158,3.208904917,2.824407494
2420,0.399404969,0.387675318,0.187660865,1.475543801,0.661246229,0.057105048,3.129031515,3.211045773
2440,0.403569483,0.390671948,0.188384149,1.496136599,0.668087605,0.057349163,3.244300729,3.2072762
2460,0.418320714,0.400556902,0.190313923,1.570297037,0.691246178,0.057991765,3.361135993,3.152395501
2480,0.430319987,0.408764658,0.192030954,1.630627812,0.710394333,0.05856703,3.542380217,3.448381499
2500,0.413317279,0.398160743,0.190593108,1.545166194,0.685074029,0.058106298,3.514342365,3.469113782
2520,0.387556549,0.38152181,0.188085797,1.418040812,0.646029005,0.05729645,3.332992654,3.074706062
2540,0.380592349,0.377303529,0.187752276,1.384227073,0.636024347,0.057201217,3.270190822,3.001531409
2560,0.373773067,0.373125976,0.187389035,1.351115135,0.626136478,0.057094844,3.237052576,3.252631577
2580,0.391518781,0.3856551,0.190030586,1.437316546,0.654707657,0.057975147,3.158216986,3.228255336
2600,0.441878044,0.419233624,0.196167296,1.690263848,0.73368354,0.060008753,3.295029971,3.595104882
2620,0.451022231,0.42553989,0.197597118,1.738046665,0.748686432,0.060494233,3.484891569,3.813276003
2640,0.458168736,0.430569642,0.198797287,1.775394906,0.760608077,0.060903204,3.40793874,3.122786998
2660,0.535954243,0.477721474,0.206147442,2.201565191,0.878950151,0.063347146,3.600211576,3.768762393
2680,0.592166484,0.509588829,0.210731282,2.5315945,0.962688878,0.064879112,4.105110218,4.254653883
2700,0.606519871,0.517768884,0.212050734,2.618782484,0.98446476,0.065326319,4.285656158,4.361125137
2720,0.601299933,0.515195128,0.211878385,2.587097818,0.977362631,0.065273633,4.366028337,4.590733352
2740,0.56945194,0.498134937,0.209799454,2.393700012,0.931243704,0.064584753,4.472111756,4.490826945
2760,0.507305326,0.462199461,0.204761576,2.040102846,0.838325739,0.062912616,4.343232272,3.822058528
2780,0.444535895,0.423279798,0.198640141,1.704216371,0.742048738,0.060883088,3.908065068,3.394574766
2800,0.407070226,0.398615755,0.194352007,1.513869218,0.683382635,0.059463373,3.480003418,2.877480405
2820,0.42642179,0.411210185,0.196354277,1.611163557,0.713279493,0.060118978,3.201042795,3.231012235
2840,0.473818029,0.441133254,0.201008392,1.857443508,0.785952692,0.061650668,3.290208575,3.594012954
2860,0.462482784,0.433765607,0.199661635,1.797946136,0.76810373,0.061199984,3.591461368,3.609476073
2880,0.42002534,0.406363982,0.195032547,1.578986572,0.702188209,0.059667245,3.595793977,3.376511548
2900,0.406496158,0.397284277,0.19334935,1.510960255,0.6808195,0.059108095,3.350498053,3.447506803
2920,0.437157614,0.417228455,0.196597873,1.665632659,0.728193267,0.060174626,3.318628584,4.156342271
2940,0.450389127,0.425414817,0.197785486,1.73474766,0.748214007,0.060563054,3.608982482,4.202215712
2960,0.435806696,0.416082167,0.196184736,1.658567539,0.725591274,0.060030959,3.663179911,3.682188733
2980,0.420187508,0.405650191,0.194259906,1.579780865,0.700986702,0.059391567,3.514111144,3.470691895
3000,0.419312094,0.40491045,0.194003215,1.575375373,0.699335391,0.059302759,3.463495922,3.603077133
3020,0.409182977,0.398111812,0.192727406,1.524446344,0.683351087,0.058878666,3.499057243,3.741498458
3040,0.427398942,0.409962521,0.194660389,1.616026198,0.711430167,0.059512618,3.518723228,3.645444605
3060,0.449284884,0.423816388,0.19684193,1.728952424,0.744879804,0.06022963,3.564368673,3.469237419
3080,0.421959114,0.406277225,0.193941929,1.588673998,0.70278585,0.059273006,3.549813031,3.345528065
3100,0.416213805,0.402527014,0.19331879,1.559789557,0.693909058,0.059068267,3.39146668,3.496849617
3120,0.438241888,0.416889525,0.195748159,1.671268205,0.728016705,0.059868978,3.342496993,3.501271772
3140,0.469140011,0.436340743,0.19887163,1.832669966,0.775328231,0.060900585,3.499553049,3.750524902
3160,0.474057208,0.439444775,0.199397229,1.85868706,0.782915499,0.061075445,3.655324288,3.667803492
3180,0.449900608,0.424394242,0.19707953,1.732174444,0.74616855,0.060312695,3.681688338,3.401379353
3200,0.458467892,0.429857735,0.198007563,1.776929569,0.759417585,0.060620842,3.654270592,3.287243423
3220,0.461710272,0.432022394,0.198446166,1.793870752,0.764610427,0.060768624,3.650930789,3.178204144
3240,0.453056689,0.426744,0.197730853,1.748671879,0.75166376,0.060536527,3.702981582,3.508406989
3260,0.427773718,0.410824993,0.195289527,1.617926873,0.713111273,0.059735625,3.707888982,3.431841663
3280,0.409168475,0.398744801,0.193355881,1.524388908,0.684455698,0.059102483,3.557803821,3.103202289
3300,0.461949283,0.432866068,0.19909818,1.795141279,0.766250004,0.061000481,3.564345444,3.67346504
3320,0.535146671,0.476720184,0.205639324,2.196913185,0.876699863,0.063167285,3.790311619,3.887966387
3340,0.537786747,0.478278806,0.205890058,2.212044914,0.880715794,0.063251543,3.987471218,3.962293878
3360,0.517385408,0.466568028,0.204225325,2.095128774,0.850334586,0.06269789,4.190064931,4.221459515
3380,0.490591973,0.450291858,0.201682918,1.94888646,0.809554529,0.061852602,4.094864458,4.230964014
3400,0.457992839,0.430054536,0.198411401,1.774463459,0.759597978,0.060766086,3.831352002,4.114875731
3420,0.456016005,0.428560347,0.19798535,1.764129196,0.756112281,0.060619423,3.600535941,3.980553435
3440,0.499224471,0.454656944,0.201744144,1.995930995,0.821022954,0.061854401,3.556249612,3.969586244
3460,0.480286541,0.443047674,0.199835546,1.892651587,0.792043858,0.061217381,3.831751043,3.762243474
3480,0.442429372,0.419279996,0.195942824,1.693135196,0.733984467,0.059927297,3.780467621,3.71425205
3500,0.413578693,0.400400265,0.192637059,1.546531511,0.689121184,0.058833371,3.532892488,3.293692758
3520,0.41074741,0.398336241,0.192117155,1.532292183,0.684369047,0.058656706,3.408990475,3.179953251
3540,0.451138677,0.424043423,0.19616469,1.738607784,0.746006928,0.0599833,3.520345267,3.64234681
3560,0.476437575,0.439486562,0.19837918,1.871620765,0.783922648,0.060706799,3.796627152,3.920442201
3580,0.43407688,0.412871504,0.194015859,1.649559564,0.719148663,0.059262863,3.892332708,3.719975753
3600,0.415886206,0.400814902,0.191829618,1.55810502,0.690758157,0.058538909,3.753850053,3.736151149
3620,0.445910796,0.419898187,0.194837498,1.711274915,0.736462061,0.059524117,3.65703999,3.655344957
3640,0.440533075,0.4163827,0.194158544,1.683181412,0.728009199,0.05929643,3.580825456,3.599783883
3660,0.427434281,0.407879277,0.192656797,1.616147736,0.707728912,0.058798736,3.449347617,3.374578401
3680,0.473920162,0.436891625,0.197183355,1.857857785,0.778126512,0.060286116,3.473444178,3.432600204
3700,0.460798939,0.42869417,0.195855194,1.789023259,0.758158963,0.059847195,3.558699984,3.847296138
3720,0.421934428,0.404122122,0.191883465,1.588494492,0.698951595,0.058539872,3.576312285,3.651863522
3740,0.394449019,0.386042491,0.188775096,1.451513124,0.656518027,0.057518463,3.52746257,3.688805204
3760,0.413626709,0.398690081,0.190946585,1.546729832,0.686127551,0.058231241,3.460587124,3.700308941
3780,0.419027684,0.402235442,0.191569175,1.573882022,0.694489192,0.058436698,3.421761877,3.41042179
3800,0.467400631,0.432834772,0.196528329,1.82350551,0.768216312,0.06006954,3.430159097,3.457160283
3820,0.526793138,0.467910214,0.201618313,2.148869868,0.856494125,0.061748105,3.672778568,3.916417932
3840,0.479322076,0.440040779,0.197601644,1.887309202,0.786067292,0.060422725,3.892703405,3.525561208
3860,0.443897317,0.418182319,0.194212016,1.700744821,0.732573908,0.059306541,3.665781167,3.553294788
3880,0.456995986,0.426341962,0.195497308,1.769160556,0.752426041,0.059729766,3.547571608,3.811119959
3900,0.451779736,0.42313938,0.195028519,1.741916939,0.744605618,0.059576572,3.663288818,3.597556815
3920,0.431936445,0.410809274,0.193149915,1.638780838,0.714655594,0.0589608,3.551262309,3.43466277
3940,0.429283705,0.409258696,0.193026458,1.625449815,0.710888294,0.05892484,3.480619122,3.706852956
3960,0.470113852,0.435061778,0.197275312,1.837694657,0.773321152,0.060328665,3.48623505,3.986847503
3980,0.464600429,0.431811432,0.196904388,1.808902917,0.765299631,0.060211147,3.601006071,3.732038906
4000,0.411783469,0.398392265,0.191624743,1.537485688,0.684878081,0.058478266,3.492204335,3.141320122
4020,0.389214402,0.383557104,0.189211824,1.426112499,0.650184844,0.057691538,3.302994874,3.158968228
4040,0.419050544,0.403704948,0.192975999,1.574034036,0.697099362,0.058937686,3.390943008,3.447208521
4060,0.48317644,0.444354835,0.199719039,1.908395508,0.795596833,0.061169114,3.618853873,3.886197857
4080,0.497262985,0.453173024,0.201303967,1.985223229,0.817488468,0.061701879,3.723820933,4.118688076
4100,0.436137836,0.41585426,0.195807422,1.660285314,0.725314823,0.059895639,3.575098563,3.962347105
4120,0.42991096,0.412069162,0.195375933,1.628667947,0.716145997,0.059759999,3.427785752,4.211923121
4140,0.477985093,0.442601372,0.200457337,1.880133359,0.79031842,0.061444511,3.5950051,4.438550681
4160,0.43838187,0.418130486,0.196843067,1.672031645,0.730306229,0.060258786,3.621013422,4.112158851
4180,0.40269689,0.395086917,0.193224673,1.491865353,0.675434424,0.059074966,3.430040002,3.731869705
4200,0.423954874,0.409503827,0.196001782,1.598758003,0.709289673,0.060000766,3.354121119,3.670982185
4220,0.478360201,0.444523123,0.201993053,1.882236658,0.794042551,0.061991462,3.604546191,3.918442751
4240,0.463336727,0.435706324,0.201014811,1.80245189,0.77199389,0.061680249,3.775428654,4.099311746
4260,0.423689128,0.410692359,0.197279205,1.5974575,0.711299146,0.060456588,3.599315561,3.928197904
4280,0.441141123,0.422565943,0.199636955,1.686522276,0.739405853,0.061247223,3.491737265,4.076386312
4300,0.436454591,0.420040342,0.199587657,1.662050071,0.732963457,0.061241846,3.495148733,4.052804657
4320,0.422392803,0.411182337,0.198428135,1.59097436,0.711661941,0.060869676,3.426771241,3.563114846
4340,0.460228328,0.436227025,0.20296731,1.786290152,0.771770893,0.062384678,3.526059148,4.09587526
4360,0.480787258,0.44973633,0.205538401,1.895597726,0.804741124,0.063250921,3.723341269,4.120255763
4380,0.509737521,0.468094842,0.208774598,2.053533112,0.850515119,0.064340007,3.779577911,3.982317982
4400,0.546011736,0.490104162,0.212378585,2.259494715,0.906990891,0.065553629,3.929001164,4.628366532
4420,0.509204565,0.469016803,0.2098153,2.050666902,0.852118198,0.06471314,4.045580056,4.601331952
4440,0.442473719,0.427454192,0.203617284,1.693586105,0.748858519,0.062663397,3.923681268,4.005761841
4460,0.401195248,0.400214862,0.199235536,1.484488174,0.6838402,0.061220473,3.62316642,3.502571446
4480,0.429827241,0.420037884,0.203094198,1.628446169,0.730464543,0.062511497,3.486293705,3.790504219
4500,0.498704696,0.464595336,0.210642351,1.993453311,0.839799693,0.065032843,3.761242876,4.283047611
4520,0.497409601,0.464300451,0.210970086,1.986403701,0.838757762,0.065152899,4.092326127,4.204778109
4540,0.435655936,0.425291602,0.205075322,1.658011497,0.742222919,0.063201313,3.949587556,3.520164271
4560,0.439690073,0.428378923,0.205950945,1.679103702,0.749470529,0.06350326,3.640860415,3.570803352
4580,0.436960621,0.427094327,0.206138407,1.664851223,0.746037376,0.063577193,3.693990713,3.957326637
4600,0.430985745,0.423583264,0.205932851,1.634333943,0.737344755,0.063520588,3.63776093,3.586649161
4620,0.438639305,0.429242985,0.207335547,1.673648202,0.750638451,0.063999957,3.582202748,3.810445302
4640,0.42463472,0.420278062,0.206185808,1.602413224,0.728947355,0.063629464,3.696627089,3.740821635
4660,0.405340448,0.407510926,0.204308426,1.50537664,0.6984552,0.063016334,3.663380719,3.623094568
4680,0.433094962,0.427125583,0.208236646,1.644989699,0.744585826,0.064336168,3.577667422,3.829717585
4700,0.461002334,0.446235233,0.211932672,1.790581801,0.790743945,0.065582946,3.686189962,3.682347916
4720,0.443876208,0.435492715,0.21060157,1.701084062,0.764195232,0.065151818,3.722945252,3.495150634
4740,0.423931119,0.422538031,0.208812605,1.598933218,0.732766936,0.064568308,3.497290668,3.670369589
4760,0.482854017,0.462310688,0.215965062,1.90719729,0.829424757,0.066969991,3.503277902,4.260764953
4780,0.587274618,0.526548663,0.225858193,2.502832316,0.995769569,0.070299813,4.008791436,4.280962432
4800,0.624298781,0.548438882,0.229245225,2.727928971,1.054699721,0.07145116,4.466015002,4.63806216
4820,0.620047188,0.546669135,0.229427239,2.702119527,1.049495173,0.071523367,4.677178031,4.821554598
4840,0.569977672,0.51846886,0.225995538,2.397766582,0.97262819,0.070377252,4.637217949,4.932842697
4860,0.49636719,0.473423557,0.219548706,1.981018835,0.855913793,0.068220008,4.413209554,5.084177305
